"Step","cou_cyl_s_NB_12_NF_3_seed_07 - neg_log_likel_test","cou_cyl_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_3_seed_07 - neg_log_likel_test","cou_cyl_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MAX","cou_s_NB_12_NF_3_seed_07 - neg_log_likel_test","cou_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MIN","cou_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MAX","cou_m_NC_8_NF_3_seed_07 - neg_log_likel_test","cou_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MIN","cou_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MAX","cou_cyl_s_NB_12_NF_3_seed_24 - neg_log_likel_test","cou_cyl_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_3_seed_24 - neg_log_likel_test","cou_cyl_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MAX","cou_s_NB_12_NF_3_seed_24 - neg_log_likel_test","cou_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MIN","cou_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MAX","cou_m_NC_8_NF_3_seed_24 - neg_log_likel_test","cou_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MIN","cou_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MAX","cou_cyl_s_NB_12_NF_3_seed_42 - neg_log_likel_test","cou_cyl_s_NB_12_NF_3_seed_42 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_3_seed_42 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_3_seed_42 - neg_log_likel_test","cou_cyl_m_NC_8_NF_3_seed_42 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_3_seed_42 - neg_log_likel_test__MAX"
"43","-9.420008659362793","-9.420008659362793","-9.420008659362793","-9.435367584228516","-9.435367584228516","-9.435367584228516","-9.376261711120605","-9.376261711120605","-9.376261711120605","-9.41672420501709","-9.41672420501709","-9.41672420501709","-9.483173370361328","-9.483173370361328","-9.483173370361328","-9.488495826721191","-9.488495826721191","-9.488495826721191","-9.397586822509766","-9.397586822509766","-9.397586822509766","-9.449450492858887","-9.449450492858887","-9.449450492858887","-9.487286567687988","-9.487286567687988","-9.487286567687988","-9.495777130126953","-9.495777130126953","-9.495777130126953"
"44","-9.42602825164795","-9.42602825164795","-9.42602825164795","-9.428438186645508","-9.428438186645508","-9.428438186645508","-9.382429122924805","-9.382429122924805","-9.382429122924805","-9.410978317260742","-9.410978317260742","-9.410978317260742","-9.477577209472656","-9.477577209472656","-9.477577209472656","-9.486587524414062","-9.486587524414062","-9.486587524414062","-9.396608352661133","-9.396608352661133","-9.396608352661133","-9.443463325500488","-9.443463325500488","-9.443463325500488","-9.494536399841309","-9.494536399841309","-9.494536399841309","-9.495214462280273","-9.495214462280273","-9.495214462280273"
"45","-9.42565631866455","-9.42565631866455","-9.42565631866455","-9.424100875854492","-9.424100875854492","-9.424100875854492","-9.382078170776367","-9.382078170776367","-9.382078170776367","-9.412495613098145","-9.412495613098145","-9.412495613098145","-9.49069595336914","-9.49069595336914","-9.49069595336914","-9.488686561584473","-9.488686561584473","-9.488686561584473","-9.376163482666016","-9.376163482666016","-9.376163482666016","-9.443323135375977","-9.443323135375977","-9.443323135375977","-9.48917007446289","-9.48917007446289","-9.48917007446289","-9.498794555664062","-9.498794555664062","-9.498794555664062"
"46","-9.429216384887695","-9.429216384887695","-9.429216384887695","-9.425568580627441","-9.425568580627441","-9.425568580627441","-9.380159378051758","-9.380159378051758","-9.380159378051758","-9.412349700927734","-9.412349700927734","-9.412349700927734","-9.485000610351562","-9.485000610351562","-9.485000610351562","-9.48805046081543","-9.48805046081543","-9.48805046081543","-9.399005889892578","-9.399005889892578","-9.399005889892578","-9.453842163085938","-9.453842163085938","-9.453842163085938","-9.49402904510498","-9.49402904510498","-9.49402904510498","-9.498947143554688","-9.498947143554688","-9.498947143554688"
"47","-9.433806419372559","-9.433806419372559","-9.433806419372559","-9.428675651550293","-9.428675651550293","-9.428675651550293","-9.384276390075684","-9.384276390075684","-9.384276390075684","-9.405312538146973","-9.405312538146973","-9.405312538146973","-9.483772277832031","-9.483772277832031","-9.483772277832031","-9.49007797241211","-9.49007797241211","-9.49007797241211","-9.40646743774414","-9.40646743774414","-9.40646743774414","-9.451042175292969","-9.451042175292969","-9.451042175292969","-9.496536254882812","-9.496536254882812","-9.496536254882812","-9.498638153076172","-9.498638153076172","-9.498638153076172"
"48","-9.43297290802002","-9.43297290802002","-9.43297290802002","-9.433485984802246","-9.433485984802246","-9.433485984802246","-9.38827133178711","-9.38827133178711","-9.38827133178711","-9.408784866333008","-9.408784866333008","-9.408784866333008","-9.488041877746582","-9.488041877746582","-9.488041877746582","-9.490181922912598","-9.490181922912598","-9.490181922912598","-9.408963203430176","-9.408963203430176","-9.408963203430176","-9.44927978515625","-9.44927978515625","-9.44927978515625","-9.495387077331543","-9.495387077331543","-9.495387077331543","-9.500277519226074","-9.500277519226074","-9.500277519226074"
"49","-9.433585166931152","-9.433585166931152","-9.433585166931152","-9.433514595031738","-9.433514595031738","-9.433514595031738","-9.37959098815918","-9.37959098815918","-9.37959098815918","-9.417927742004395","-9.417927742004395","-9.417927742004395","-9.483068466186523","-9.483068466186523","-9.483068466186523","-9.486689567565918","-9.486689567565918","-9.486689567565918","-9.408795356750488","-9.408795356750488","-9.408795356750488","-9.452962875366211","-9.452962875366211","-9.452962875366211","-9.494959831237793","-9.494959831237793","-9.494959831237793","-9.502921104431152","-9.502921104431152","-9.502921104431152"
"50","-9.430909156799316","-9.430909156799316","-9.430909156799316","-9.437583923339844","-9.437583923339844","-9.437583923339844","-9.384401321411133","-9.384401321411133","-9.384401321411133","-9.418357849121094","-9.418357849121094","-9.418357849121094","-9.489486694335938","-9.489486694335938","-9.489486694335938","-9.486759185791016","-9.486759185791016","-9.486759185791016","-9.416780471801758","-9.416780471801758","-9.416780471801758","-9.44793701171875","-9.44793701171875","-9.44793701171875","-9.494999885559082","-9.494999885559082","-9.494999885559082","-9.49689769744873","-9.49689769744873","-9.49689769744873"
"51","-9.435471534729004","-9.435471534729004","-9.435471534729004","-9.43787956237793","-9.43787956237793","-9.43787956237793","-9.387556076049805","-9.387556076049805","-9.387556076049805","-9.414700508117676","-9.414700508117676","-9.414700508117676","-9.486299514770508","-9.486299514770508","-9.486299514770508","-9.487935066223145","-9.487935066223145","-9.487935066223145","-9.415254592895508","-9.415254592895508","-9.415254592895508","-9.457627296447754","-9.457627296447754","-9.457627296447754","-9.494132995605469","-9.494132995605469","-9.494132995605469","-9.503291130065918","-9.503291130065918","-9.503291130065918"
"52","-9.442314147949219","-9.442314147949219","-9.442314147949219","-9.44253158569336","-9.44253158569336","-9.44253158569336","-9.378728866577148","-9.378728866577148","-9.378728866577148","-9.42037582397461","-9.42037582397461","-9.42037582397461","-9.486454963684082","-9.486454963684082","-9.486454963684082","-9.486146926879883","-9.486146926879883","-9.486146926879883","-9.419807434082031","-9.419807434082031","-9.419807434082031","-9.44617748260498","-9.44617748260498","-9.44617748260498","-9.493573188781738","-9.493573188781738","-9.493573188781738","-9.5093355178833","-9.5093355178833","-9.5093355178833"
"53","-9.43860149383545","-9.43860149383545","-9.43860149383545","-9.439023971557617","-9.439023971557617","-9.439023971557617","-9.390477180480957","-9.390477180480957","-9.390477180480957","-9.41435718536377","-9.41435718536377","-9.41435718536377","-9.483426094055176","-9.483426094055176","-9.483426094055176","-9.488239288330078","-9.488239288330078","-9.488239288330078","-9.410743713378906","-9.410743713378906","-9.410743713378906","-9.450846672058105","-9.450846672058105","-9.450846672058105","-9.501659393310547","-9.501659393310547","-9.501659393310547","-9.508234977722168","-9.508234977722168","-9.508234977722168"
"54","-9.438015937805176","-9.438015937805176","-9.438015937805176","-9.438589096069336","-9.438589096069336","-9.438589096069336","-9.389097213745117","-9.389097213745117","-9.389097213745117","-9.412789344787598","-9.412789344787598","-9.412789344787598","-9.49376106262207","-9.49376106262207","-9.49376106262207","-9.495519638061523","-9.495519638061523","-9.495519638061523","-9.40877914428711","-9.40877914428711","-9.40877914428711","-9.444050788879395","-9.444050788879395","-9.444050788879395","-9.502945899963379","-9.502945899963379","-9.502945899963379","-9.509907722473145","-9.509907722473145","-9.509907722473145"
"55","-9.443222045898438","-9.443222045898438","-9.443222045898438","-9.439188957214355","-9.439188957214355","-9.439188957214355","-9.385370254516602","-9.385370254516602","-9.385370254516602","-9.417752265930176","-9.417752265930176","-9.417752265930176","-9.488370895385742","-9.488370895385742","-9.488370895385742","-9.490324020385742","-9.490324020385742","-9.490324020385742","-9.409198760986328","-9.409198760986328","-9.409198760986328","-9.451614379882812","-9.451614379882812","-9.451614379882812","-9.498760223388672","-9.498760223388672","-9.498760223388672","-9.503141403198242","-9.503141403198242","-9.503141403198242"
"56","-9.439422607421875","-9.439422607421875","-9.439422607421875","-9.450332641601562","-9.450332641601562","-9.450332641601562","-9.391544342041016","-9.391544342041016","-9.391544342041016","-9.417795181274414","-9.417795181274414","-9.417795181274414","-9.48699951171875","-9.48699951171875","-9.48699951171875","-9.494353294372559","-9.494353294372559","-9.494353294372559","-9.414993286132812","-9.414993286132812","-9.414993286132812","-9.44790267944336","-9.44790267944336","-9.44790267944336","-9.504876136779785","-9.504876136779785","-9.504876136779785","-9.505390167236328","-9.505390167236328","-9.505390167236328"
"57","-9.443208694458008","-9.443208694458008","-9.443208694458008","-9.4468994140625","-9.4468994140625","-9.4468994140625","-9.38964557647705","-9.38964557647705","-9.38964557647705","-9.421736717224121","-9.421736717224121","-9.421736717224121","-9.49060344696045","-9.49060344696045","-9.49060344696045","-9.493145942687988","-9.493145942687988","-9.493145942687988","-9.416603088378906","-9.416603088378906","-9.416603088378906","-9.451793670654297","-9.451793670654297","-9.451793670654297","-9.50297737121582","-9.50297737121582","-9.50297737121582","-9.509629249572754","-9.509629249572754","-9.509629249572754"
"58","-9.441635131835938","-9.441635131835938","-9.441635131835938","-9.44291877746582","-9.44291877746582","-9.44291877746582","-9.393381118774414","-9.393381118774414","-9.393381118774414","-9.414487838745117","-9.414487838745117","-9.414487838745117","-9.48720932006836","-9.48720932006836","-9.48720932006836","-9.495138168334961","-9.495138168334961","-9.495138168334961","-9.41900634765625","-9.41900634765625","-9.41900634765625","-9.449919700622559","-9.449919700622559","-9.449919700622559","-9.505765914916992","-9.505765914916992","-9.505765914916992","-9.509889602661133","-9.509889602661133","-9.509889602661133"
"59","-9.447888374328613","-9.447888374328613","-9.447888374328613","-9.443740844726562","-9.443740844726562","-9.443740844726562","-9.388405799865723","-9.388405799865723","-9.388405799865723","-9.42115592956543","-9.42115592956543","-9.42115592956543","-9.498275756835938","-9.498275756835938","-9.498275756835938","-9.486841201782227","-9.486841201782227","-9.486841201782227","-9.42182731628418","-9.42182731628418","-9.42182731628418","-9.42841625213623","-9.42841625213623","-9.42841625213623","-9.505117416381836","-9.505117416381836","-9.505117416381836","-9.509100914001465","-9.509100914001465","-9.509100914001465"
"60","-9.447263717651367","-9.447263717651367","-9.447263717651367","-9.447905540466309","-9.447905540466309","-9.447905540466309","-9.397225379943848","-9.397225379943848","-9.397225379943848","-9.413264274597168","-9.413264274597168","-9.413264274597168","-9.493465423583984","-9.493465423583984","-9.493465423583984","-9.494847297668457","-9.494847297668457","-9.494847297668457","-9.423476219177246","-9.423476219177246","-9.423476219177246","-9.453396797180176","-9.453396797180176","-9.453396797180176","-9.499637603759766","-9.499637603759766","-9.499637603759766","-9.50765609741211","-9.50765609741211","-9.50765609741211"
"61","-9.441539764404297","-9.441539764404297","-9.441539764404297","-9.45131778717041","-9.45131778717041","-9.45131778717041","-9.388745307922363","-9.388745307922363","-9.388745307922363","-9.419076919555664","-9.419076919555664","-9.419076919555664","-9.494242668151855","-9.494242668151855","-9.494242668151855","-9.492491722106934","-9.492491722106934","-9.492491722106934","-9.419257164001465","-9.419257164001465","-9.419257164001465","-9.452066421508789","-9.452066421508789","-9.452066421508789","-9.498149871826172","-9.498149871826172","-9.498149871826172","-9.508111953735352","-9.508111953735352","-9.508111953735352"
"62","-9.450027465820312","-9.450027465820312","-9.450027465820312","-9.448485374450684","-9.448485374450684","-9.448485374450684","-9.390972137451172","-9.390972137451172","-9.390972137451172","-9.424351692199707","-9.424351692199707","-9.424351692199707","-9.491659164428711","-9.491659164428711","-9.491659164428711","-9.49250602722168","-9.49250602722168","-9.49250602722168","-9.41349983215332","-9.41349983215332","-9.41349983215332","-9.458046913146973","-9.458046913146973","-9.458046913146973","-9.50281810760498","-9.50281810760498","-9.50281810760498","-9.510473251342773","-9.510473251342773","-9.510473251342773"
"63","-9.450996398925781","-9.450996398925781","-9.450996398925781","-9.445884704589844","-9.445884704589844","-9.445884704589844","-9.397834777832031","-9.397834777832031","-9.397834777832031","-9.418290138244629","-9.418290138244629","-9.418290138244629","-9.49248218536377","-9.49248218536377","-9.49248218536377","-9.491499900817871","-9.491499900817871","-9.491499900817871","-9.418163299560547","-9.418163299560547","-9.418163299560547","-9.457608222961426","-9.457608222961426","-9.457608222961426","-9.507336616516113","-9.507336616516113","-9.507336616516113","-9.511796951293945","-9.511796951293945","-9.511796951293945"
"64","-9.451854705810547","-9.451854705810547","-9.451854705810547","-9.44668960571289","-9.44668960571289","-9.44668960571289","-9.396590232849121","-9.396590232849121","-9.396590232849121","-9.412398338317871","-9.412398338317871","-9.412398338317871","-9.497373580932617","-9.497373580932617","-9.497373580932617","-9.500731468200684","-9.500731468200684","-9.500731468200684","-9.416031837463379","-9.416031837463379","-9.416031837463379","-9.45594596862793","-9.45594596862793","-9.45594596862793","-9.5109281539917","-9.5109281539917","-9.5109281539917","-9.509011268615723","-9.509011268615723","-9.509011268615723"
"65","-9.446176528930664","-9.446176528930664","-9.446176528930664","-9.452347755432129","-9.452347755432129","-9.452347755432129","-9.396230697631836","-9.396230697631836","-9.396230697631836","-9.423685073852539","-9.423685073852539","-9.423685073852539","-9.490309715270996","-9.490309715270996","-9.490309715270996","-9.493867874145508","-9.493867874145508","-9.493867874145508","-9.427939414978027","-9.427939414978027","-9.427939414978027","-9.45873737335205","-9.45873737335205","-9.45873737335205","-9.504520416259766","-9.504520416259766","-9.504520416259766","-9.503616333007812","-9.503616333007812","-9.503616333007812"
"66","-9.448394775390625","-9.448394775390625","-9.448394775390625","-9.450008392333984","-9.450008392333984","-9.450008392333984","-9.392292976379395","-9.392292976379395","-9.392292976379395","-9.420867919921875","-9.420867919921875","-9.420867919921875","-9.496637344360352","-9.496637344360352","-9.496637344360352","-9.503098487854004","-9.503098487854004","-9.503098487854004","-9.427823066711426","-9.427823066711426","-9.427823066711426","-9.463617324829102","-9.463617324829102","-9.463617324829102","-9.51102352142334","-9.51102352142334","-9.51102352142334","-9.511736869812012","-9.511736869812012","-9.511736869812012"
"67","-9.4425630569458","-9.4425630569458","-9.4425630569458","-9.447449684143066","-9.447449684143066","-9.447449684143066","-9.391830444335938","-9.391830444335938","-9.391830444335938","-9.424392700195312","-9.424392700195312","-9.424392700195312","-9.492510795593262","-9.492510795593262","-9.492510795593262","-9.500471115112305","-9.500471115112305","-9.500471115112305","-9.423316955566406","-9.423316955566406","-9.423316955566406","-9.45427417755127","-9.45427417755127","-9.45427417755127","-9.498735427856445","-9.498735427856445","-9.498735427856445","-9.516010284423828","-9.516010284423828","-9.516010284423828"
"68","-9.45302963256836","-9.45302963256836","-9.45302963256836","-9.453015327453613","-9.453015327453613","-9.453015327453613","-9.396232604980469","-9.396232604980469","-9.396232604980469","-9.423141479492188","-9.423141479492188","-9.423141479492188","-9.493236541748047","-9.493236541748047","-9.493236541748047","-9.497795104980469","-9.497795104980469","-9.497795104980469","-9.428345680236816","-9.428345680236816","-9.428345680236816","-9.461156845092773","-9.461156845092773","-9.461156845092773","-9.507561683654785","-9.507561683654785","-9.507561683654785","-9.516965866088867","-9.516965866088867","-9.516965866088867"
"69","-9.458285331726074","-9.458285331726074","-9.458285331726074","-9.453362464904785","-9.453362464904785","-9.453362464904785","-9.39889907836914","-9.39889907836914","-9.39889907836914","-9.427379608154297","-9.427379608154297","-9.427379608154297","-9.495981216430664","-9.495981216430664","-9.495981216430664","-9.495092391967773","-9.495092391967773","-9.495092391967773","-9.421021461486816","-9.421021461486816","-9.421021461486816","-9.460576057434082","-9.460576057434082","-9.460576057434082","-9.498443603515625","-9.498443603515625","-9.498443603515625","-9.5160551071167","-9.5160551071167","-9.5160551071167"
"70","-9.448565483093262","-9.448565483093262","-9.448565483093262","-9.457453727722168","-9.457453727722168","-9.457453727722168","-9.392829895019531","-9.392829895019531","-9.392829895019531","-9.421384811401367","-9.421384811401367","-9.421384811401367","-9.494749069213867","-9.494749069213867","-9.494749069213867","-9.502909660339355","-9.502909660339355","-9.502909660339355","-9.418692588806152","-9.418692588806152","-9.418692588806152","-9.45195198059082","-9.45195198059082","-9.45195198059082","-9.515756607055664","-9.515756607055664","-9.515756607055664","-9.517122268676758","-9.517122268676758","-9.517122268676758"
"71","-9.450201034545898","-9.450201034545898","-9.450201034545898","-9.458352088928223","-9.458352088928223","-9.458352088928223","-9.39089298248291","-9.39089298248291","-9.39089298248291","-9.418089866638184","-9.418089866638184","-9.418089866638184","-9.50503158569336","-9.50503158569336","-9.50503158569336","-9.49916934967041","-9.49916934967041","-9.49916934967041","-9.417607307434082","-9.417607307434082","-9.417607307434082","-9.448941230773926","-9.448941230773926","-9.448941230773926","-9.503232955932617","-9.503232955932617","-9.503232955932617","-9.51494312286377","-9.51494312286377","-9.51494312286377"
"72","-9.449023246765137","-9.449023246765137","-9.449023246765137","-9.453656196594238","-9.453656196594238","-9.453656196594238","-9.397643089294434","-9.397643089294434","-9.397643089294434","-9.422053337097168","-9.422053337097168","-9.422053337097168","-9.499390602111816","-9.499390602111816","-9.499390602111816","-9.500249862670898","-9.500249862670898","-9.500249862670898","-9.423624038696289","-9.423624038696289","-9.423624038696289","-9.463908195495605","-9.463908195495605","-9.463908195495605","-9.505330085754395","-9.505330085754395","-9.505330085754395","-9.512561798095703","-9.512561798095703","-9.512561798095703"
"73","-9.454214096069336","-9.454214096069336","-9.454214096069336","-9.456903457641602","-9.456903457641602","-9.456903457641602","-9.38775634765625","-9.38775634765625","-9.38775634765625","-9.417596817016602","-9.417596817016602","-9.417596817016602","-9.503382682800293","-9.503382682800293","-9.503382682800293","-9.498030662536621","-9.498030662536621","-9.498030662536621","-9.430667877197266","-9.430667877197266","-9.430667877197266","-9.463568687438965","-9.463568687438965","-9.463568687438965","-9.512752532958984","-9.512752532958984","-9.512752532958984","-9.5136137008667","-9.5136137008667","-9.5136137008667"
"74","-9.451086044311523","-9.451086044311523","-9.451086044311523","-9.453529357910156","-9.453529357910156","-9.453529357910156","-9.390276908874512","-9.390276908874512","-9.390276908874512","-9.421662330627441","-9.421662330627441","-9.421662330627441","-9.496434211730957","-9.496434211730957","-9.496434211730957","-9.500863075256348","-9.500863075256348","-9.500863075256348","-9.429495811462402","-9.429495811462402","-9.429495811462402","-9.459434509277344","-9.459434509277344","-9.459434509277344","-9.511143684387207","-9.511143684387207","-9.511143684387207","-9.521612167358398","-9.521612167358398","-9.521612167358398"
"75","-9.451473236083984","-9.451473236083984","-9.451473236083984","-9.45308780670166","-9.45308780670166","-9.45308780670166","-9.392565727233887","-9.392565727233887","-9.392565727233887","-9.423643112182617","-9.423643112182617","-9.423643112182617","-9.491067886352539","-9.491067886352539","-9.491067886352539","-9.5035400390625","-9.5035400390625","-9.5035400390625","-9.442462921142578","-9.442462921142578","-9.442462921142578","-9.4558744430542","-9.4558744430542","-9.4558744430542","-9.51186752319336","-9.51186752319336","-9.51186752319336","-9.524091720581055","-9.524091720581055","-9.524091720581055"
"76","-9.455761909484863","-9.455761909484863","-9.455761909484863","-9.452244758605957","-9.452244758605957","-9.452244758605957","-9.398900032043457","-9.398900032043457","-9.398900032043457","-9.427444458007812","-9.427444458007812","-9.427444458007812","-9.499955177307129","-9.499955177307129","-9.499955177307129","-9.501310348510742","-9.501310348510742","-9.501310348510742","-9.434247970581055","-9.434247970581055","-9.434247970581055","-9.465185165405273","-9.465185165405273","-9.465185165405273","-9.510175704956055","-9.510175704956055","-9.510175704956055","-9.515421867370605","-9.515421867370605","-9.515421867370605"
"77","-9.450187683105469","-9.450187683105469","-9.450187683105469","-9.463391304016113","-9.463391304016113","-9.463391304016113","-9.402261734008789","-9.402261734008789","-9.402261734008789","-9.419528007507324","-9.419528007507324","-9.419528007507324","-9.500751495361328","-9.500751495361328","-9.500751495361328","-9.503623962402344","-9.503623962402344","-9.503623962402344","-9.429780960083008","-9.429780960083008","-9.429780960083008","-9.459403038024902","-9.459403038024902","-9.459403038024902","-9.51059341430664","-9.51059341430664","-9.51059341430664","-9.517502784729004","-9.517502784729004","-9.517502784729004"
"78","-9.455452919006348","-9.455452919006348","-9.455452919006348","-9.452162742614746","-9.452162742614746","-9.452162742614746","-9.402270317077637","-9.402270317077637","-9.402270317077637","-9.418834686279297","-9.418834686279297","-9.418834686279297","-9.5028076171875","-9.5028076171875","-9.5028076171875","-9.504881858825684","-9.504881858825684","-9.504881858825684","-9.408712387084961","-9.408712387084961","-9.408712387084961","-9.454840660095215","-9.454840660095215","-9.454840660095215","-9.512255668640137","-9.512255668640137","-9.512255668640137","-9.513510704040527","-9.513510704040527","-9.513510704040527"
"79","-9.45254898071289","-9.45254898071289","-9.45254898071289","-9.455571174621582","-9.455571174621582","-9.455571174621582","-9.40404224395752","-9.40404224395752","-9.40404224395752","-9.420733451843262","-9.420733451843262","-9.420733451843262","-9.49923324584961","-9.49923324584961","-9.49923324584961","-9.498916625976562","-9.498916625976562","-9.498916625976562","-9.425331115722656","-9.425331115722656","-9.425331115722656","-9.462780952453613","-9.462780952453613","-9.462780952453613","-9.50743293762207","-9.50743293762207","-9.50743293762207","-9.5147123336792","-9.5147123336792","-9.5147123336792"
"80","-9.45953369140625","-9.45953369140625","-9.45953369140625","-9.454922676086426","-9.454922676086426","-9.454922676086426","-9.401476860046387","-9.401476860046387","-9.401476860046387","-9.416670799255371","-9.416670799255371","-9.416670799255371","-9.500226020812988","-9.500226020812988","-9.500226020812988","-9.502887725830078","-9.502887725830078","-9.502887725830078","-9.43545913696289","-9.43545913696289","-9.43545913696289","-9.457215309143066","-9.457215309143066","-9.457215309143066","-9.50987434387207","-9.50987434387207","-9.50987434387207","-9.514252662658691","-9.514252662658691","-9.514252662658691"
