"Step","cou_cyl_s_NB_12_NF_3_seed_07 - neg_log_likel_test","cou_cyl_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_3_seed_07 - neg_log_likel_test","cou_cyl_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MAX","cou_s_NB_12_NF_3_seed_07 - neg_log_likel_test","cou_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MIN","cou_s_NB_12_NF_3_seed_07 - neg_log_likel_test__MAX","cou_m_NC_8_NF_3_seed_07 - neg_log_likel_test","cou_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MIN","cou_m_NC_8_NF_3_seed_07 - neg_log_likel_test__MAX","cou_cyl_s_NB_12_NF_3_seed_24 - neg_log_likel_test","cou_cyl_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_3_seed_24 - neg_log_likel_test","cou_cyl_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MAX","cou_s_NB_12_NF_3_seed_24 - neg_log_likel_test","cou_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MIN","cou_s_NB_12_NF_3_seed_24 - neg_log_likel_test__MAX","cou_m_NC_8_NF_3_seed_24 - neg_log_likel_test","cou_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MIN","cou_m_NC_8_NF_3_seed_24 - neg_log_likel_test__MAX","cou_cyl_s_NB_12_NF_3_seed_42 - neg_log_likel_test","cou_cyl_s_NB_12_NF_3_seed_42 - neg_log_likel_test__MIN","cou_cyl_s_NB_12_NF_3_seed_42 - neg_log_likel_test__MAX","cou_cyl_m_NC_8_NF_3_seed_42 - neg_log_likel_test","cou_cyl_m_NC_8_NF_3_seed_42 - neg_log_likel_test__MIN","cou_cyl_m_NC_8_NF_3_seed_42 - neg_log_likel_test__MAX"
"10","-9.359528541564941","-9.359528541564941","-9.359528541564941","-9.366287231445312","-9.366287231445312","-9.366287231445312","-9.324352264404297","-9.324352264404297","-9.324352264404297","-9.377347946166992","-9.377347946166992","-9.377347946166992","-9.39049243927002","-9.39049243927002","-9.39049243927002","-9.391340255737305","-9.391340255737305","-9.391340255737305","-9.32944393157959","-9.32944393157959","-9.32944393157959","-9.398021697998047","-9.398021697998047","-9.398021697998047","-9.430584907531738","-9.430584907531738","-9.430584907531738","-9.436424255371094","-9.436424255371094","-9.436424255371094"
"11","-9.366621971130371","-9.366621971130371","-9.366621971130371","-9.367725372314453","-9.367725372314453","-9.367725372314453","-9.326766014099121","-9.326766014099121","-9.326766014099121","-9.374244689941406","-9.374244689941406","-9.374244689941406","-9.397167205810547","-9.397167205810547","-9.397167205810547","-9.402446746826172","-9.402446746826172","-9.402446746826172","-9.32801342010498","-9.32801342010498","-9.32801342010498","-9.415816307067871","-9.415816307067871","-9.415816307067871","-9.43167495727539","-9.43167495727539","-9.43167495727539","-9.445430755615234","-9.445430755615234","-9.445430755615234"
"12","-9.373936653137207","-9.373936653137207","-9.373936653137207","-9.370551109313965","-9.370551109313965","-9.370551109313965","-9.339268684387207","-9.339268684387207","-9.339268684387207","-9.38014030456543","-9.38014030456543","-9.38014030456543","-9.40496826171875","-9.40496826171875","-9.40496826171875","-9.408266067504883","-9.408266067504883","-9.408266067504883","-9.336843490600586","-9.336843490600586","-9.336843490600586","-9.415526390075684","-9.415526390075684","-9.415526390075684","-9.439242362976074","-9.439242362976074","-9.439242362976074","-9.452704429626465","-9.452704429626465","-9.452704429626465"
"13","-9.366544723510742","-9.366544723510742","-9.366544723510742","-9.374733924865723","-9.374733924865723","-9.374733924865723","-9.338714599609375","-9.338714599609375","-9.338714599609375","-9.379164695739746","-9.379164695739746","-9.379164695739746","-9.41103744506836","-9.41103744506836","-9.41103744506836","-9.420896530151367","-9.420896530151367","-9.420896530151367","-9.347431182861328","-9.347431182861328","-9.347431182861328","-9.406243324279785","-9.406243324279785","-9.406243324279785","-9.435224533081055","-9.435224533081055","-9.435224533081055","-9.456740379333496","-9.456740379333496","-9.456740379333496"
"14","-9.378251075744629","-9.378251075744629","-9.378251075744629","-9.374409675598145","-9.374409675598145","-9.374409675598145","-9.337019920349121","-9.337019920349121","-9.337019920349121","-9.392112731933594","-9.392112731933594","-9.392112731933594","-9.42284107208252","-9.42284107208252","-9.42284107208252","-9.420021057128906","-9.420021057128906","-9.420021057128906","-9.358030319213867","-9.358030319213867","-9.358030319213867","-9.411866188049316","-9.411866188049316","-9.411866188049316","-9.443755149841309","-9.443755149841309","-9.443755149841309","-9.449856758117676","-9.449856758117676","-9.449856758117676"
"15","-9.377076148986816","-9.377076148986816","-9.377076148986816","-9.378355026245117","-9.378355026245117","-9.378355026245117","-9.318167686462402","-9.318167686462402","-9.318167686462402","-9.389251708984375","-9.389251708984375","-9.389251708984375","-9.42400074005127","-9.42400074005127","-9.42400074005127","-9.420706748962402","-9.420706748962402","-9.420706748962402","-9.358144760131836","-9.358144760131836","-9.358144760131836","-9.418421745300293","-9.418421745300293","-9.418421745300293","-9.45256233215332","-9.45256233215332","-9.45256233215332","-9.461532592773438","-9.461532592773438","-9.461532592773438"
"16","-9.381036758422852","-9.381036758422852","-9.381036758422852","-9.381057739257812","-9.381057739257812","-9.381057739257812","-9.337359428405762","-9.337359428405762","-9.337359428405762","-9.395051002502441","-9.395051002502441","-9.395051002502441","-9.424723625183105","-9.424723625183105","-9.424723625183105","-9.42431354522705","-9.42431354522705","-9.42431354522705","-9.3522367477417","-9.3522367477417","-9.3522367477417","-9.420700073242188","-9.420700073242188","-9.420700073242188","-9.454046249389648","-9.454046249389648","-9.454046249389648","-9.463140487670898","-9.463140487670898","-9.463140487670898"
"17","-9.37682056427002","-9.37682056427002","-9.37682056427002","-9.38607406616211","-9.38607406616211","-9.38607406616211","-9.344033241271973","-9.344033241271973","-9.344033241271973","-9.394246101379395","-9.394246101379395","-9.394246101379395","-9.42882251739502","-9.42882251739502","-9.42882251739502","-9.431262016296387","-9.431262016296387","-9.431262016296387","-9.361818313598633","-9.361818313598633","-9.361818313598633","-9.42148208618164","-9.42148208618164","-9.42148208618164","-9.45422077178955","-9.45422077178955","-9.45422077178955","-9.456708908081055","-9.456708908081055","-9.456708908081055"
"18","-9.378965377807617","-9.378965377807617","-9.378965377807617","-9.383190155029297","-9.383190155029297","-9.383190155029297","-9.346484184265137","-9.346484184265137","-9.346484184265137","-9.388972282409668","-9.388972282409668","-9.388972282409668","-9.428837776184082","-9.428837776184082","-9.428837776184082","-9.435453414916992","-9.435453414916992","-9.435453414916992","-9.36687183380127","-9.36687183380127","-9.36687183380127","-9.42539119720459","-9.42539119720459","-9.42539119720459","-9.455367088317871","-9.455367088317871","-9.455367088317871","-9.460846900939941","-9.460846900939941","-9.460846900939941"
"19","-9.383947372436523","-9.383947372436523","-9.383947372436523","-9.3929443359375","-9.3929443359375","-9.3929443359375","-9.351068496704102","-9.351068496704102","-9.351068496704102","-9.390183448791504","-9.390183448791504","-9.390183448791504","-9.433808326721191","-9.433808326721191","-9.433808326721191","-9.441802978515625","-9.441802978515625","-9.441802978515625","-9.355185508728027","-9.355185508728027","-9.355185508728027","-9.426602363586426","-9.426602363586426","-9.426602363586426","-9.46380615234375","-9.46380615234375","-9.46380615234375","-9.459569931030273","-9.459569931030273","-9.459569931030273"
"20","-9.38191032409668","-9.38191032409668","-9.38191032409668","-9.389185905456543","-9.389185905456543","-9.389185905456543","-9.352595329284668","-9.352595329284668","-9.352595329284668","-9.40035343170166","-9.40035343170166","-9.40035343170166","-9.440946578979492","-9.440946578979492","-9.440946578979492","-9.444315910339355","-9.444315910339355","-9.444315910339355","-9.366387367248535","-9.366387367248535","-9.366387367248535","-9.42956829071045","-9.42956829071045","-9.42956829071045","-9.45851993560791","-9.45851993560791","-9.45851993560791","-9.46759033203125","-9.46759033203125","-9.46759033203125"
"21","-9.393506050109863","-9.393506050109863","-9.393506050109863","-9.401238441467285","-9.401238441467285","-9.401238441467285","-9.356029510498047","-9.356029510498047","-9.356029510498047","-9.396836280822754","-9.396836280822754","-9.396836280822754","-9.447427749633789","-9.447427749633789","-9.447427749633789","-9.436746597290039","-9.436746597290039","-9.436746597290039","-9.364706039428711","-9.364706039428711","-9.364706039428711","-9.428364753723145","-9.428364753723145","-9.428364753723145","-9.461726188659668","-9.461726188659668","-9.461726188659668","-9.467168807983398","-9.467168807983398","-9.467168807983398"
"22","-9.39113712310791","-9.39113712310791","-9.39113712310791","-9.399497032165527","-9.399497032165527","-9.399497032165527","-9.360640525817871","-9.360640525817871","-9.360640525817871","-9.386463165283203","-9.386463165283203","-9.386463165283203","-9.447598457336426","-9.447598457336426","-9.447598457336426","-9.451665878295898","-9.451665878295898","-9.451665878295898","-9.368700981140137","-9.368700981140137","-9.368700981140137","-9.428729057312012","-9.428729057312012","-9.428729057312012","-9.464522361755371","-9.464522361755371","-9.464522361755371","-9.470224380493164","-9.470224380493164","-9.470224380493164"
"23","-9.390984535217285","-9.390984535217285","-9.390984535217285","-9.4065580368042","-9.4065580368042","-9.4065580368042","-9.363163948059082","-9.363163948059082","-9.363163948059082","-9.396594047546387","-9.396594047546387","-9.396594047546387","-9.451698303222656","-9.451698303222656","-9.451698303222656","-9.450754165649414","-9.450754165649414","-9.450754165649414","-9.335748672485352","-9.335748672485352","-9.335748672485352","-9.424970626831055","-9.424970626831055","-9.424970626831055","-9.459089279174805","-9.459089279174805","-9.459089279174805","-9.466253280639648","-9.466253280639648","-9.466253280639648"
"24","-9.398943901062012","-9.398943901062012","-9.398943901062012","-9.403711318969727","-9.403711318969727","-9.403711318969727","-9.35530948638916","-9.35530948638916","-9.35530948638916","-9.397674560546875","-9.397674560546875","-9.397674560546875","-9.456131935119629","-9.456131935119629","-9.456131935119629","-9.460265159606934","-9.460265159606934","-9.460265159606934","-9.364407539367676","-9.364407539367676","-9.364407539367676","-9.43499755859375","-9.43499755859375","-9.43499755859375","-9.469011306762695","-9.469011306762695","-9.469011306762695","-9.470407485961914","-9.470407485961914","-9.470407485961914"
"25","-9.402870178222656","-9.402870178222656","-9.402870178222656","-9.405729293823242","-9.405729293823242","-9.405729293823242","-9.356193542480469","-9.356193542480469","-9.356193542480469","-9.389452934265137","-9.389452934265137","-9.389452934265137","-9.45638656616211","-9.45638656616211","-9.45638656616211","-9.458999633789062","-9.458999633789062","-9.458999633789062","-9.375731468200684","-9.375731468200684","-9.375731468200684","-9.432541847229004","-9.432541847229004","-9.432541847229004","-9.466228485107422","-9.466228485107422","-9.466228485107422","-9.476180076599121","-9.476180076599121","-9.476180076599121"
"26","-9.392637252807617","-9.392637252807617","-9.392637252807617","-9.397819519042969","-9.397819519042969","-9.397819519042969","-9.36107063293457","-9.36107063293457","-9.36107063293457","-9.402226448059082","-9.402226448059082","-9.402226448059082","-9.461626052856445","-9.461626052856445","-9.461626052856445","-9.451211929321289","-9.451211929321289","-9.451211929321289","-9.379321098327637","-9.379321098327637","-9.379321098327637","-9.430630683898926","-9.430630683898926","-9.430630683898926","-9.470911026000977","-9.470911026000977","-9.470911026000977","-9.473738670349121","-9.473738670349121","-9.473738670349121"
"27","-9.404396057128906","-9.404396057128906","-9.404396057128906","-9.407864570617676","-9.407864570617676","-9.407864570617676","-9.348909378051758","-9.348909378051758","-9.348909378051758","-9.3992338180542","-9.3992338180542","-9.3992338180542","-9.461057662963867","-9.461057662963867","-9.461057662963867","-9.466252326965332","-9.466252326965332","-9.466252326965332","-9.371936798095703","-9.371936798095703","-9.371936798095703","-9.438899993896484","-9.438899993896484","-9.438899993896484","-9.47433853149414","-9.47433853149414","-9.47433853149414","-9.4739408493042","-9.4739408493042","-9.4739408493042"
"28","-9.409995079040527","-9.409995079040527","-9.409995079040527","-9.415143013000488","-9.415143013000488","-9.415143013000488","-9.35267162322998","-9.35267162322998","-9.35267162322998","-9.404101371765137","-9.404101371765137","-9.404101371765137","-9.45731258392334","-9.45731258392334","-9.45731258392334","-9.471611022949219","-9.471611022949219","-9.471611022949219","-9.383268356323242","-9.383268356323242","-9.383268356323242","-9.438776016235352","-9.438776016235352","-9.438776016235352","-9.480627059936523","-9.480627059936523","-9.480627059936523","-9.480460166931152","-9.480460166931152","-9.480460166931152"
"29","-9.408864974975586","-9.408864974975586","-9.408864974975586","-9.407308578491211","-9.407308578491211","-9.407308578491211","-9.347347259521484","-9.347347259521484","-9.347347259521484","-9.411252975463867","-9.411252975463867","-9.411252975463867","-9.466014862060547","-9.466014862060547","-9.466014862060547","-9.47236156463623","-9.47236156463623","-9.47236156463623","-9.38314437866211","-9.38314437866211","-9.38314437866211","-9.43679428100586","-9.43679428100586","-9.43679428100586","-9.484623908996582","-9.484623908996582","-9.484623908996582","-9.478238105773926","-9.478238105773926","-9.478238105773926"
"30","-9.409409523010254","-9.409409523010254","-9.409409523010254","-9.411673545837402","-9.411673545837402","-9.411673545837402","-9.365346908569336","-9.365346908569336","-9.365346908569336","-9.407342910766602","-9.407342910766602","-9.407342910766602","-9.468923568725586","-9.468923568725586","-9.468923568725586","-9.46458625793457","-9.46458625793457","-9.46458625793457","-9.38636589050293","-9.38636589050293","-9.38636589050293","-9.432123184204102","-9.432123184204102","-9.432123184204102","-9.474287033081055","-9.474287033081055","-9.474287033081055","-9.484322547912598","-9.484322547912598","-9.484322547912598"
"31","-9.414939880371094","-9.414939880371094","-9.414939880371094","-9.417746543884277","-9.417746543884277","-9.417746543884277","-9.364095687866211","-9.364095687866211","-9.364095687866211","-9.406380653381348","-9.406380653381348","-9.406380653381348","-9.46243667602539","-9.46243667602539","-9.46243667602539","-9.473800659179688","-9.473800659179688","-9.473800659179688","-9.387682914733887","-9.387682914733887","-9.387682914733887","-9.44005298614502","-9.44005298614502","-9.44005298614502","-9.476390838623047","-9.476390838623047","-9.476390838623047","-9.488938331604004","-9.488938331604004","-9.488938331604004"
"32","-9.411275863647461","-9.411275863647461","-9.411275863647461","-9.41270637512207","-9.41270637512207","-9.41270637512207","-9.363846778869629","-9.363846778869629","-9.363846778869629","-9.41174602508545","-9.41174602508545","-9.41174602508545","-9.466415405273438","-9.466415405273438","-9.466415405273438","-9.475305557250977","-9.475305557250977","-9.475305557250977","-9.396429061889648","-9.396429061889648","-9.396429061889648","-9.431843757629395","-9.431843757629395","-9.431843757629395","-9.48126220703125","-9.48126220703125","-9.48126220703125","-9.488045692443848","-9.488045692443848","-9.488045692443848"
"33","-9.421160697937012","-9.421160697937012","-9.421160697937012","-9.418183326721191","-9.418183326721191","-9.418183326721191","-9.363022804260254","-9.363022804260254","-9.363022804260254","-9.408736228942871","-9.408736228942871","-9.408736228942871","-9.475859642028809","-9.475859642028809","-9.475859642028809","-9.4732666015625","-9.4732666015625","-9.4732666015625","-9.391073226928711","-9.391073226928711","-9.391073226928711","-9.452784538269043","-9.452784538269043","-9.452784538269043","-9.48301887512207","-9.48301887512207","-9.48301887512207","-9.486705780029297","-9.486705780029297","-9.486705780029297"
"34","-9.413098335266113","-9.413098335266113","-9.413098335266113","-9.415501594543457","-9.415501594543457","-9.415501594543457","-9.36046314239502","-9.36046314239502","-9.36046314239502","-9.405343055725098","-9.405343055725098","-9.405343055725098","-9.473699569702148","-9.473699569702148","-9.473699569702148","-9.48073959350586","-9.48073959350586","-9.48073959350586","-9.390603065490723","-9.390603065490723","-9.390603065490723","-9.435123443603516","-9.435123443603516","-9.435123443603516","-9.481818199157715","-9.481818199157715","-9.481818199157715","-9.488161087036133","-9.488161087036133","-9.488161087036133"
"35","-9.415536880493164","-9.415536880493164","-9.415536880493164","-9.414685249328613","-9.414685249328613","-9.414685249328613","-9.369397163391113","-9.369397163391113","-9.369397163391113","-9.404400825500488","-9.404400825500488","-9.404400825500488","-9.4753999710083","-9.4753999710083","-9.4753999710083","-9.476579666137695","-9.476579666137695","-9.476579666137695","-9.389100074768066","-9.389100074768066","-9.389100074768066","-9.446554183959961","-9.446554183959961","-9.446554183959961","-9.482582092285156","-9.482582092285156","-9.482582092285156","-9.487339973449707","-9.487339973449707","-9.487339973449707"
"36","-9.415053367614746","-9.415053367614746","-9.415053367614746","-9.41556167602539","-9.41556167602539","-9.41556167602539","-9.377981185913086","-9.377981185913086","-9.377981185913086","-9.407025337219238","-9.407025337219238","-9.407025337219238","-9.474505424499512","-9.474505424499512","-9.474505424499512","-9.477967262268066","-9.477967262268066","-9.477967262268066","-9.397236824035645","-9.397236824035645","-9.397236824035645","-9.437114715576172","-9.437114715576172","-9.437114715576172","-9.48752212524414","-9.48752212524414","-9.48752212524414","-9.49149227142334","-9.49149227142334","-9.49149227142334"
"37","-9.421253204345703","-9.421253204345703","-9.421253204345703","-9.421209335327148","-9.421209335327148","-9.421209335327148","-9.374975204467773","-9.374975204467773","-9.374975204467773","-9.407038688659668","-9.407038688659668","-9.407038688659668","-9.472931861877441","-9.472931861877441","-9.472931861877441","-9.476632118225098","-9.476632118225098","-9.476632118225098","-9.396015167236328","-9.396015167236328","-9.396015167236328","-9.444976806640625","-9.444976806640625","-9.444976806640625","-9.488500595092773","-9.488500595092773","-9.488500595092773","-9.485895156860352","-9.485895156860352","-9.485895156860352"
"38","-9.412433624267578","-9.412433624267578","-9.412433624267578","-9.421366691589355","-9.421366691589355","-9.421366691589355","-9.375704765319824","-9.375704765319824","-9.375704765319824","-9.41783332824707","-9.41783332824707","-9.41783332824707","-9.478302955627441","-9.478302955627441","-9.478302955627441","-9.481659889221191","-9.481659889221191","-9.481659889221191","-9.400315284729004","-9.400315284729004","-9.400315284729004","-9.45247745513916","-9.45247745513916","-9.45247745513916","-9.486848831176758","-9.486848831176758","-9.486848831176758","-9.490727424621582","-9.490727424621582","-9.490727424621582"
"39","-9.416089057922363","-9.416089057922363","-9.416089057922363","-9.421716690063477","-9.421716690063477","-9.421716690063477","-9.346293449401855","-9.346293449401855","-9.346293449401855","-9.411396980285645","-9.411396980285645","-9.411396980285645","-9.479033470153809","-9.479033470153809","-9.479033470153809","-9.478599548339844","-9.478599548339844","-9.478599548339844","-9.398847579956055","-9.398847579956055","-9.398847579956055","-9.443723678588867","-9.443723678588867","-9.443723678588867","-9.482904434204102","-9.482904434204102","-9.482904434204102","-9.494367599487305","-9.494367599487305","-9.494367599487305"
"40","-9.421975135803223","-9.421975135803223","-9.421975135803223","-9.426189422607422","-9.426189422607422","-9.426189422607422","-9.36886978149414","-9.36886978149414","-9.36886978149414","-9.41366195678711","-9.41366195678711","-9.41366195678711","-9.477534294128418","-9.477534294128418","-9.477534294128418","-9.481863975524902","-9.481863975524902","-9.481863975524902","-9.396733283996582","-9.396733283996582","-9.396733283996582","-9.449225425720215","-9.449225425720215","-9.449225425720215","-9.493586540222168","-9.493586540222168","-9.493586540222168","-9.494186401367188","-9.494186401367188","-9.494186401367188"
"41","-9.414769172668457","-9.414769172668457","-9.414769172668457","-9.421884536743164","-9.421884536743164","-9.421884536743164","-9.371129989624023","-9.371129989624023","-9.371129989624023","-9.420504570007324","-9.420504570007324","-9.420504570007324","-9.480463027954102","-9.480463027954102","-9.480463027954102","-9.478240966796875","-9.478240966796875","-9.478240966796875","-9.3695650100708","-9.3695650100708","-9.3695650100708","-9.450188636779785","-9.450188636779785","-9.450188636779785","-9.494882583618164","-9.494882583618164","-9.494882583618164","-9.49654769897461","-9.49654769897461","-9.49654769897461"
"42","-9.429511070251465","-9.429511070251465","-9.429511070251465","-9.424103736877441","-9.424103736877441","-9.424103736877441","-9.369125366210938","-9.369125366210938","-9.369125366210938","-9.414826393127441","-9.414826393127441","-9.414826393127441","-9.48342514038086","-9.48342514038086","-9.48342514038086","-9.487173080444336","-9.487173080444336","-9.487173080444336","-9.376294136047363","-9.376294136047363","-9.376294136047363","-9.445276260375977","-9.445276260375977","-9.445276260375977","-9.489012718200684","-9.489012718200684","-9.489012718200684","-9.4963960647583","-9.4963960647583","-9.4963960647583"
