"Step","ar_cyl_s_NB_8_NF_3 - KL_test","ar_cyl_s_NB_8_NF_3 - KL_test__MIN","ar_cyl_s_NB_8_NF_3 - KL_test__MAX","ar_cyl_m_NC_8_NF_3 - KL_test","ar_cyl_m_NC_8_NF_3 - KL_test__MIN","ar_cyl_m_NC_8_NF_3 - KL_test__MAX","cou_s_NB_8_NF_3 - KL_test","cou_s_NB_8_NF_3 - KL_test__MIN","cou_s_NB_8_NF_3 - KL_test__MAX","cou_m_NC_8_NF_3 - KL_test","cou_m_NC_8_NF_3 - KL_test__MIN","cou_m_NC_8_NF_3 - KL_test__MAX"
"37","0.017966866493225098","0.017966866493225098","0.017966866493225098","0.06031942367553711","0.06031942367553711","0.06031942367553711","0.014671564102172852","0.014671564102172852","0.014671564102172852","0.05387163162231445","0.05387163162231445","0.05387163162231445"
"38","0.020877361297607422","0.020877361297607422","0.020877361297607422","0.04867267608642578","0.04867267608642578","0.04867267608642578","0.01349782943725586","0.01349782943725586","0.01349782943725586","0.05605673789978027","0.05605673789978027","0.05605673789978027"
"39","0.031543731689453125","0.031543731689453125","0.031543731689453125","0.049524784088134766","0.049524784088134766","0.049524784088134766","0.013010621070861816","0.013010621070861816","0.013010621070861816","0.05693244934082031","0.05693244934082031","0.05693244934082031"
"40","0.017316579818725586","0.017316579818725586","0.017316579818725586","0.04944133758544922","0.04944133758544922","0.04944133758544922","0.016194581985473633","0.016194581985473633","0.016194581985473633","0.06044209003448486","0.06044209003448486","0.06044209003448486"
"41","0.027113914489746094","0.027113914489746094","0.027113914489746094","0.04892301559448242","0.04892301559448242","0.04892301559448242","0.016453266143798828","0.016453266143798828","0.016453266143798828","0.05475747585296631","0.05475747585296631","0.05475747585296631"
"42","0.01838850975036621","0.01838850975036621","0.01838850975036621","0.0486750602722168","0.0486750602722168","0.0486750602722168","0.012233138084411621","0.012233138084411621","0.012233138084411621","0.04691171646118164","0.04691171646118164","0.04691171646118164"
"43","0.011569380760192871","0.011569380760192871","0.011569380760192871","0.04627358913421631","0.04627358913421631","0.04627358913421631","0.02340078353881836","0.02340078353881836","0.02340078353881836","0.0625767707824707","0.0625767707824707","0.0625767707824707"
"44","0.0157163143157959","0.0157163143157959","0.0157163143157959","0.05117344856262207","0.05117344856262207","0.05117344856262207","0.014809370040893555","0.014809370040893555","0.014809370040893555","0.0643148422241211","0.0643148422241211","0.0643148422241211"
"45","0.01925051212310791","0.01925051212310791","0.01925051212310791","0.04502582550048828","0.04502582550048828","0.04502582550048828","0.01469266414642334","0.01469266414642334","0.01469266414642334","0.05872833728790283","0.05872833728790283","0.05872833728790283"
"46","0.013002634048461914","0.013002634048461914","0.013002634048461914","0.04371452331542969","0.04371452331542969","0.04371452331542969","0.00751495361328125","0.00751495361328125","0.00751495361328125","0.05158126354217529","0.05158126354217529","0.05158126354217529"
"47","0.013533592224121094","0.013533592224121094","0.013533592224121094","0.04788613319396973","0.04788613319396973","0.04788613319396973","0.015375018119812012","0.015375018119812012","0.015375018119812012","0.04645037651062012","0.04645037651062012","0.04645037651062012"
"48","0.013648509979248047","0.013648509979248047","0.013648509979248047","0.04352140426635742","0.04352140426635742","0.04352140426635742","0.019437670707702637","0.019437670707702637","0.019437670707702637","0.06049609184265137","0.06049609184265137","0.06049609184265137"
"49","0.013799905776977539","0.013799905776977539","0.013799905776977539","0.04223060607910156","0.04223060607910156","0.04223060607910156","0.018905282020568848","0.018905282020568848","0.018905282020568848","0.04690134525299072","0.04690134525299072","0.04690134525299072"
"50","0.017774581909179688","0.017774581909179688","0.017774581909179688","0.044487714767456055","0.044487714767456055","0.044487714767456055","0.018219828605651855","0.018219828605651855","0.018219828605651855","0.04813981056213379","0.04813981056213379","0.04813981056213379"
"51","0.008963346481323242","0.008963346481323242","0.008963346481323242","0.04476666450500488","0.04476666450500488","0.04476666450500488","0.026601552963256836","0.026601552963256836","0.026601552963256836","0.04463315010070801","0.04463315010070801","0.04463315010070801"
"52","0.02531564235687256","0.02531564235687256","0.02531564235687256","0.04805350303649902","0.04805350303649902","0.04805350303649902","0.015927791595458984","0.015927791595458984","0.015927791595458984","0.04933297634124756","0.04933297634124756","0.04933297634124756"
"53","0.022296667098999023","0.022296667098999023","0.022296667098999023","0.0451582670211792","0.0451582670211792","0.0451582670211792","0.018257617950439453","0.018257617950439453","0.018257617950439453","0.04945039749145508","0.04945039749145508","0.04945039749145508"
"54","0.015293598175048828","0.015293598175048828","0.015293598175048828","0.04605412483215332","0.04605412483215332","0.04605412483215332","0.018369317054748535","0.018369317054748535","0.018369317054748535","0.040532469749450684","0.040532469749450684","0.040532469749450684"
"55","0.009182453155517578","0.009182453155517578","0.009182453155517578","0.04461503028869629","0.04461503028869629","0.04461503028869629","0.0121687650680542","0.0121687650680542","0.0121687650680542","0.04568445682525635","0.04568445682525635","0.04568445682525635"
"56","0.018215298652648926","0.018215298652648926","0.018215298652648926","0.041280508041381836","0.041280508041381836","0.041280508041381836","0.01735377311706543","0.01735377311706543","0.01735377311706543","0.04128694534301758","0.04128694534301758","0.04128694534301758"
"57","0.017580628395080566","0.017580628395080566","0.017580628395080566","0.04678916931152344","0.04678916931152344","0.04678916931152344","0.010406017303466797","0.010406017303466797","0.010406017303466797","0.04033017158508301","0.04033017158508301","0.04033017158508301"
"58","0.011557340621948242","0.011557340621948242","0.011557340621948242","0.04664492607116699","0.04664492607116699","0.04664492607116699","0.011969685554504395","0.011969685554504395","0.011969685554504395","0.04526793956756592","0.04526793956756592","0.04526793956756592"
"59","0.014154911041259766","0.014154911041259766","0.014154911041259766","0.04363203048706055","0.04363203048706055","0.04363203048706055","0.018161535263061523","0.018161535263061523","0.018161535263061523","0.040673255920410156","0.040673255920410156","0.040673255920410156"
"60","0.012774467468261719","0.012774467468261719","0.012774467468261719","0.042027831077575684","0.042027831077575684","0.042027831077575684","0.014316797256469727","0.014316797256469727","0.014316797256469727","0.04663646221160889","0.04663646221160889","0.04663646221160889"
"61","0.011763334274291992","0.011763334274291992","0.011763334274291992","0.039763450622558594","0.039763450622558594","0.039763450622558594","0.013826847076416016","0.013826847076416016","0.013826847076416016","0.04677987098693848","0.04677987098693848","0.04677987098693848"
"62","0.01287543773651123","0.01287543773651123","0.01287543773651123","0.03980553150177002","0.03980553150177002","0.03980553150177002","0.016884684562683105","0.016884684562683105","0.016884684562683105","0.04011249542236328","0.04011249542236328","0.04011249542236328"
"63","0.010715126991271973","0.010715126991271973","0.010715126991271973","0.0437469482421875","0.0437469482421875","0.0437469482421875","0.010196208953857422","0.010196208953857422","0.010196208953857422","0.04457676410675049","0.04457676410675049","0.04457676410675049"
"64","0.013014554977416992","0.013014554977416992","0.013014554977416992","0.04669761657714844","0.04669761657714844","0.04669761657714844","0.007904529571533203","0.007904529571533203","0.007904529571533203","0.041553378105163574","0.041553378105163574","0.041553378105163574"
"65","0.005110502243041992","0.005110502243041992","0.005110502243041992","0.04056406021118164","0.04056406021118164","0.04056406021118164","0.011044859886169434","0.011044859886169434","0.011044859886169434","0.04861307144165039","0.04861307144165039","0.04861307144165039"
"66","0.015528202056884766","0.015528202056884766","0.015528202056884766","0.04710078239440918","0.04710078239440918","0.04710078239440918","0.011284708976745605","0.011284708976745605","0.011284708976745605","0.05291390419006348","0.05291390419006348","0.05291390419006348"
"67","0.011142492294311523","0.011142492294311523","0.011142492294311523","0.046486854553222656","0.046486854553222656","0.046486854553222656","0.014523744583129883","0.014523744583129883","0.014523744583129883","0.053118228912353516","0.053118228912353516","0.053118228912353516"
"68","0.012425899505615234","0.012425899505615234","0.012425899505615234","0.04425764083862305","0.04425764083862305","0.04425764083862305","0.009458065032958984","0.009458065032958984","0.009458065032958984","0.03944897651672363","0.03944897651672363","0.03944897651672363"
"69","0.01217961311340332","0.01217961311340332","0.01217961311340332","0.03473019599914551","0.03473019599914551","0.03473019599914551","0.011635065078735352","0.011635065078735352","0.011635065078735352","0.03340029716491699","0.03340029716491699","0.03340029716491699"
"70","0.014319181442260742","0.014319181442260742","0.014319181442260742","0.044289469718933105","0.044289469718933105","0.044289469718933105","0.011936306953430176","0.011936306953430176","0.011936306953430176","0.04374980926513672","0.04374980926513672","0.04374980926513672"
"71","0.016179561614990234","0.016179561614990234","0.016179561614990234","0.04396486282348633","0.04396486282348633","0.04396486282348633","0.015282392501831055","0.015282392501831055","0.015282392501831055","0.04430496692657471","0.04430496692657471","0.04430496692657471"
"72","0.010614156723022461","0.010614156723022461","0.010614156723022461","0.05962264537811279","0.05962264537811279","0.05962264537811279","0.01993274688720703","0.01993274688720703","0.01993274688720703","0.03722429275512695","0.03722429275512695","0.03722429275512695"
"73","0.012367486953735352","0.012367486953735352","0.012367486953735352","0.039586782455444336","0.039586782455444336","0.039586782455444336","0.011829972267150879","0.011829972267150879","0.011829972267150879","0.03866314888000488","0.03866314888000488","0.03866314888000488"
"74","0.013907670974731445","0.013907670974731445","0.013907670974731445","0.043416500091552734","0.043416500091552734","0.043416500091552734","0.01485443115234375","0.01485443115234375","0.01485443115234375","0.03671121597290039","0.03671121597290039","0.03671121597290039"
"75","0.010155797004699707","0.010155797004699707","0.010155797004699707","0.038748741149902344","0.038748741149902344","0.038748741149902344","0.012635946273803711","0.012635946273803711","0.012635946273803711","0.027734041213989258","0.027734041213989258","0.027734041213989258"
"76","0.013069391250610352","0.013069391250610352","0.013069391250610352","0.059536099433898926","0.059536099433898926","0.059536099433898926","0.013766765594482422","0.013766765594482422","0.013766765594482422","0.03587460517883301","0.03587460517883301","0.03587460517883301"
"77","0.022136449813842773","0.022136449813842773","0.022136449813842773","0.03887581825256348","0.03887581825256348","0.03887581825256348","0.024603605270385742","0.024603605270385742","0.024603605270385742","0.03769397735595703","0.03769397735595703","0.03769397735595703"
"78","0.013559818267822266","0.013559818267822266","0.013559818267822266","0.04233050346374512","0.04233050346374512","0.04233050346374512","0.011930704116821289","0.011930704116821289","0.011930704116821289","0.034303903579711914","0.034303903579711914","0.034303903579711914"
"79","0.016137123107910156","0.016137123107910156","0.016137123107910156","0.049039602279663086","0.049039602279663086","0.049039602279663086","0.01405787467956543","0.01405787467956543","0.01405787467956543","0.04094552993774414","0.04094552993774414","0.04094552993774414"
"80","0.01720404624938965","0.01720404624938965","0.01720404624938965","0.04244112968444824","0.04244112968444824","0.04244112968444824","0.00797128677368164","0.00797128677368164","0.00797128677368164","0.034838199615478516","0.034838199615478516","0.034838199615478516"
