"Step","cou_cyl_s_NB_12_NF_4 - KL_test","cou_cyl_s_NB_12_NF_4 - KL_test__MIN","cou_cyl_s_NB_12_NF_4 - KL_test__MAX","cou_cyl_m_NC_8_NF_4 - KL_test","cou_cyl_m_NC_8_NF_4 - KL_test__MIN","cou_cyl_m_NC_8_NF_4 - KL_test__MAX","cou_s_NB_12_NF_4 - KL_test","cou_s_NB_12_NF_4 - KL_test__MIN","cou_s_NB_12_NF_4 - KL_test__MAX","cou_m_NC_8_NF_4 - KL_test","cou_m_NC_8_NF_4 - KL_test__MIN","cou_m_NC_8_NF_4 - KL_test__MAX"
"10","0.07875823974609375","0.07875823974609375","0.07875823974609375","0.07486724853515625","0.07486724853515625","0.07486724853515625","0.13101959228515625","0.13101959228515625","0.13101959228515625","0.09960174560546875","0.09960174560546875","0.09960174560546875"
"11","0.0821533203125","0.0821533203125","0.0821533203125","0.08473587036132812","0.08473587036132812","0.08473587036132812","0.13228988647460938","0.13228988647460938","0.13228988647460938","0.09393310546875","0.09393310546875","0.09393310546875"
"12","0.08001708984375","0.08001708984375","0.08001708984375","0.07534027099609375","0.07534027099609375","0.07534027099609375","0.13250350952148438","0.13250350952148438","0.13250350952148438","0.08849334716796875","0.08849334716796875","0.08849334716796875"
"13","0.0832061767578125","0.0832061767578125","0.0832061767578125","0.07415008544921875","0.07415008544921875","0.07415008544921875","0.1217803955078125","0.1217803955078125","0.1217803955078125","0.0862579345703125","0.0862579345703125","0.0862579345703125"
"14","0.080474853515625","0.080474853515625","0.080474853515625","0.07320022583007812","0.07320022583007812","0.07320022583007812","0.11995697021484375","0.11995697021484375","0.11995697021484375","0.09272384643554688","0.09272384643554688","0.09272384643554688"
"15","0.07695388793945312","0.07695388793945312","0.07695388793945312","0.074127197265625","0.074127197265625","0.074127197265625","0.12365341186523438","0.12365341186523438","0.12365341186523438","0.0836639404296875","0.0836639404296875","0.0836639404296875"
"16","0.08186721801757812","0.08186721801757812","0.08186721801757812","0.07564163208007812","0.07564163208007812","0.07564163208007812","0.12107086181640625","0.12107086181640625","0.12107086181640625","0.08556747436523438","0.08556747436523438","0.08556747436523438"
"17","0.07874679565429688","0.07874679565429688","0.07874679565429688","0.07649993896484375","0.07649993896484375","0.07649993896484375","0.12036895751953125","0.12036895751953125","0.12036895751953125","0.09192657470703125","0.09192657470703125","0.09192657470703125"
"18","0.07643508911132812","0.07643508911132812","0.07643508911132812","0.07500839233398438","0.07500839233398438","0.07500839233398438","0.1270904541015625","0.1270904541015625","0.1270904541015625","0.08640670776367188","0.08640670776367188","0.08640670776367188"
"19","0.07574081420898438","0.07574081420898438","0.07574081420898438","0.069000244140625","0.069000244140625","0.069000244140625","0.12675094604492188","0.12675094604492188","0.12675094604492188","0.08848953247070312","0.08848953247070312","0.08848953247070312"
"20","0.08034515380859375","0.08034515380859375","0.08034515380859375","0.0718841552734375","0.0718841552734375","0.0718841552734375","0.11977767944335938","0.11977767944335938","0.11977767944335938","0.08559036254882812","0.08559036254882812","0.08559036254882812"
"21","0.0723724365234375","0.0723724365234375","0.0723724365234375","0.071533203125","0.071533203125","0.071533203125","0.11193084716796875","0.11193084716796875","0.11193084716796875","0.08848190307617188","0.08848190307617188","0.08848190307617188"
"22","0.073883056640625","0.073883056640625","0.073883056640625","0.06985092163085938","0.06985092163085938","0.06985092163085938","0.12036895751953125","0.12036895751953125","0.12036895751953125","0.0770721435546875","0.0770721435546875","0.0770721435546875"
"23","0.07447052001953125","0.07447052001953125","0.07447052001953125","0.06936264038085938","0.06936264038085938","0.06936264038085938","0.1080169677734375","0.1080169677734375","0.1080169677734375","0.0760498046875","0.0760498046875","0.0760498046875"
"24","0.06808090209960938","0.06808090209960938","0.06808090209960938","0.06884765625","0.06884765625","0.06884765625","0.10886383056640625","0.10886383056640625","0.10886383056640625","0.0850067138671875","0.0850067138671875","0.0850067138671875"
"25","0.0772705078125","0.0772705078125","0.0772705078125","0.06749343872070312","0.06749343872070312","0.06749343872070312","0.1061859130859375","0.1061859130859375","0.1061859130859375","0.07861328125","0.07861328125","0.07861328125"
"26","0.07391357421875","0.07391357421875","0.07391357421875","0.06738662719726562","0.06738662719726562","0.06738662719726562","0.10381317138671875","0.10381317138671875","0.10381317138671875","0.07455062866210938","0.07455062866210938","0.07455062866210938"
"27","0.06786727905273438","0.06786727905273438","0.06786727905273438","0.062366485595703125","0.062366485595703125","0.062366485595703125","0.11117172241210938","0.11117172241210938","0.11117172241210938","0.082611083984375","0.082611083984375","0.082611083984375"
"28","0.06772994995117188","0.06772994995117188","0.06772994995117188","0.07136154174804688","0.07136154174804688","0.07136154174804688","0.10960006713867188","0.10960006713867188","0.10960006713867188","0.07883453369140625","0.07883453369140625","0.07883453369140625"
"29","0.07275009155273438","0.07275009155273438","0.07275009155273438","0.06923294067382812","0.06923294067382812","0.06923294067382812","0.1146392822265625","0.1146392822265625","0.1146392822265625","0.08301925659179688","0.08301925659179688","0.08301925659179688"
"30","0.07108306884765625","0.07108306884765625","0.07108306884765625","0.06700515747070312","0.06700515747070312","0.06700515747070312","0.106842041015625","0.106842041015625","0.106842041015625","0.072784423828125","0.072784423828125","0.072784423828125"
"31","0.07412338256835938","0.07412338256835938","0.07412338256835938","0.066192626953125","0.066192626953125","0.066192626953125","0.10641098022460938","0.10641098022460938","0.10641098022460938","0.08111190795898438","0.08111190795898438","0.08111190795898438"
"32","0.0783233642578125","0.0783233642578125","0.0783233642578125","0.07021713256835938","0.07021713256835938","0.07021713256835938","0.09766006469726562","0.09766006469726562","0.09766006469726562","0.0786895751953125","0.0786895751953125","0.0786895751953125"
"33","0.06915664672851562","0.06915664672851562","0.06915664672851562","0.06609344482421875","0.06609344482421875","0.06609344482421875","0.102752685546875","0.102752685546875","0.102752685546875","0.07305908203125","0.07305908203125","0.07305908203125"
"34","0.06521987915039062","0.06521987915039062","0.06521987915039062","0.061511993408203125","0.061511993408203125","0.061511993408203125","0.09722137451171875","0.09722137451171875","0.09722137451171875","0.0726776123046875","0.0726776123046875","0.0726776123046875"
"35","0.06441879272460938","0.06441879272460938","0.06441879272460938","0.065826416015625","0.065826416015625","0.065826416015625","0.09889602661132812","0.09889602661132812","0.09889602661132812","0.0781402587890625","0.0781402587890625","0.0781402587890625"
"36","0.071624755859375","0.071624755859375","0.071624755859375","0.07059860229492188","0.07059860229492188","0.07059860229492188","0.095489501953125","0.095489501953125","0.095489501953125","0.0735015869140625","0.0735015869140625","0.0735015869140625"
"37","0.07040023803710938","0.07040023803710938","0.07040023803710938","0.06869888305664062","0.06869888305664062","0.06869888305664062","0.09641265869140625","0.09641265869140625","0.09641265869140625","0.07053375244140625","0.07053375244140625","0.07053375244140625"
"38","0.07374191284179688","0.07374191284179688","0.07374191284179688","0.06637191772460938","0.06637191772460938","0.06637191772460938","0.09386825561523438","0.09386825561523438","0.09386825561523438","0.06838607788085938","0.06838607788085938","0.06838607788085938"
"39","0.07497787475585938","0.07497787475585938","0.07497787475585938","0.069244384765625","0.069244384765625","0.069244384765625","0.0925750732421875","0.0925750732421875","0.0925750732421875","0.078125","0.078125","0.078125"
"40","0.06926727294921875","0.06926727294921875","0.06926727294921875","0.06506729125976562","0.06506729125976562","0.06506729125976562","0.09531402587890625","0.09531402587890625","0.09531402587890625","0.0737457275390625","0.0737457275390625","0.0737457275390625"
"41","0.07011795043945312","0.07011795043945312","0.07011795043945312","0.06618118286132812","0.06618118286132812","0.06618118286132812","0.09043502807617188","0.09043502807617188","0.09043502807617188","0.0727996826171875","0.0727996826171875","0.0727996826171875"
"42","0.06563568115234375","0.06563568115234375","0.06563568115234375","0.06379318237304688","0.06379318237304688","0.06379318237304688","0.0927276611328125","0.0927276611328125","0.0927276611328125","0.06814193725585938","0.06814193725585938","0.06814193725585938"
"43","0.07162857055664062","0.07162857055664062","0.07162857055664062","0.06592559814453125","0.06592559814453125","0.06592559814453125","0.09740066528320312","0.09740066528320312","0.09740066528320312","0.08145523071289062","0.08145523071289062","0.08145523071289062"
"44","0.06732559204101562","0.06732559204101562","0.06732559204101562","0.06431961059570312","0.06431961059570312","0.06431961059570312","0.0860137939453125","0.0860137939453125","0.0860137939453125","0.06534957885742188","0.06534957885742188","0.06534957885742188"
"45","0.06895828247070312","0.06895828247070312","0.06895828247070312","0.06003570556640625","0.06003570556640625","0.06003570556640625","0.0943756103515625","0.0943756103515625","0.0943756103515625","0.0689697265625","0.0689697265625","0.0689697265625"
"46","0.06996536254882812","0.06996536254882812","0.06996536254882812","0.0650634765625","0.0650634765625","0.0650634765625","0.0967254638671875","0.0967254638671875","0.0967254638671875","0.06773757934570312","0.06773757934570312","0.06773757934570312"
"47","0.0650634765625","0.0650634765625","0.0650634765625","0.06146240234375","0.06146240234375","0.06146240234375","0.08850860595703125","0.08850860595703125","0.08850860595703125","0.07592010498046875","0.07592010498046875","0.07592010498046875"
"48","0.0677337646484375","0.0677337646484375","0.0677337646484375","0.06367111206054688","0.06367111206054688","0.06367111206054688","0.0918731689453125","0.0918731689453125","0.0918731689453125","0.07254409790039062","0.07254409790039062","0.07254409790039062"
"49","0.06607818603515625","0.06607818603515625","0.06607818603515625","0.06040191650390625","0.06040191650390625","0.06040191650390625","0.08838653564453125","0.08838653564453125","0.08838653564453125","0.06943130493164062","0.06943130493164062","0.06943130493164062"
"50","0.06693649291992188","0.06693649291992188","0.06693649291992188","0.06354904174804688","0.06354904174804688","0.06354904174804688","0.09086227416992188","0.09086227416992188","0.09086227416992188","0.06702804565429688","0.06702804565429688","0.06702804565429688"
"51","0.07497787475585938","0.07497787475585938","0.07497787475585938","0.06698989868164062","0.06698989868164062","0.06698989868164062","0.0901336669921875","0.0901336669921875","0.0901336669921875","0.069244384765625","0.069244384765625","0.069244384765625"
"52","0.067779541015625","0.067779541015625","0.067779541015625","0.0600738525390625","0.0600738525390625","0.0600738525390625","0.09329605102539062","0.09329605102539062","0.09329605102539062","0.07492828369140625","0.07492828369140625","0.07492828369140625"
"53","0.06824493408203125","0.06824493408203125","0.06824493408203125","0.06175994873046875","0.06175994873046875","0.06175994873046875","0.09518051147460938","0.09518051147460938","0.09518051147460938","0.08447647094726562","0.08447647094726562","0.08447647094726562"
"54","0.06637191772460938","0.06637191772460938","0.06637191772460938","0.06332015991210938","0.06332015991210938","0.06332015991210938","0.0897979736328125","0.0897979736328125","0.0897979736328125","0.0691070556640625","0.0691070556640625","0.0691070556640625"
"55","0.06262969970703125","0.06262969970703125","0.06262969970703125","0.0619659423828125","0.0619659423828125","0.0619659423828125","0.0880889892578125","0.0880889892578125","0.0880889892578125","0.0693511962890625","0.0693511962890625","0.0693511962890625"
"56","0.068939208984375","0.068939208984375","0.068939208984375","0.0641326904296875","0.0641326904296875","0.0641326904296875","0.0902862548828125","0.0902862548828125","0.0902862548828125","0.071685791015625","0.071685791015625","0.071685791015625"
"57","0.0640106201171875","0.0640106201171875","0.0640106201171875","0.06266403198242188","0.06266403198242188","0.06266403198242188","0.09131622314453125","0.09131622314453125","0.09131622314453125","0.07323455810546875","0.07323455810546875","0.07323455810546875"
"58","0.06331253051757812","0.06331253051757812","0.06331253051757812","0.06438064575195312","0.06438064575195312","0.06438064575195312","0.08861541748046875","0.08861541748046875","0.08861541748046875","0.06740188598632812","0.06740188598632812","0.06740188598632812"
"59","0.06616592407226562","0.06616592407226562","0.06616592407226562","0.06689071655273438","0.06689071655273438","0.06689071655273438","0.09224319458007812","0.09224319458007812","0.09224319458007812","0.06578445434570312","0.06578445434570312","0.06578445434570312"
"60","0.06479644775390625","0.06479644775390625","0.06479644775390625","0.06388092041015625","0.06388092041015625","0.06388092041015625","0.10230636596679688","0.10230636596679688","0.10230636596679688","0.06714248657226562","0.06714248657226562","0.06714248657226562"
"61","0.06357955932617188","0.06357955932617188","0.06357955932617188","0.060703277587890625","0.060703277587890625","0.060703277587890625","0.091064453125","0.091064453125","0.091064453125","0.0714874267578125","0.0714874267578125","0.0714874267578125"
"62","0.06689071655273438","0.06689071655273438","0.06689071655273438","0.06008148193359375","0.06008148193359375","0.06008148193359375","0.09009552001953125","0.09009552001953125","0.09009552001953125","0.07173538208007812","0.07173538208007812","0.07173538208007812"
"63","0.065185546875","0.065185546875","0.065185546875","0.0676727294921875","0.0676727294921875","0.0676727294921875","0.08630752563476562","0.08630752563476562","0.08630752563476562","0.07202911376953125","0.07202911376953125","0.07202911376953125"
"64","0.06635284423828125","0.06635284423828125","0.06635284423828125","0.06945419311523438","0.06945419311523438","0.06945419311523438","0.082366943359375","0.082366943359375","0.082366943359375","0.067413330078125","0.067413330078125","0.067413330078125"
"65","0.06722259521484375","0.06722259521484375","0.06722259521484375","0.0597686767578125","0.0597686767578125","0.0597686767578125","0.09039688110351562","0.09039688110351562","0.09039688110351562","0.06260299682617188","0.06260299682617188","0.06260299682617188"
"66","0.06947708129882812","0.06947708129882812","0.06947708129882812","0.062137603759765625","0.062137603759765625","0.062137603759765625","0.09168624877929688","0.09168624877929688","0.09168624877929688","0.0667572021484375","0.0667572021484375","0.0667572021484375"
"67","0.06269454956054688","0.06269454956054688","0.06269454956054688","0.061008453369140625","0.061008453369140625","0.061008453369140625","0.08443069458007812","0.08443069458007812","0.08443069458007812","0.07254791259765625","0.07254791259765625","0.07254791259765625"
"68","0.06157684326171875","0.06157684326171875","0.06157684326171875","0.061798095703125","0.061798095703125","0.061798095703125","0.08353805541992188","0.08353805541992188","0.08353805541992188","0.06498336791992188","0.06498336791992188","0.06498336791992188"
"69","0.059879302978515625","0.059879302978515625","0.059879302978515625","0.059986114501953125","0.059986114501953125","0.059986114501953125","0.08245468139648438","0.08245468139648438","0.08245468139648438","0.06927871704101562","0.06927871704101562","0.06927871704101562"
"70","0.06371688842773438","0.06371688842773438","0.06371688842773438","0.059139251708984375","0.059139251708984375","0.059139251708984375","0.08995437622070312","0.08995437622070312","0.08995437622070312","0.06898880004882812","0.06898880004882812","0.06898880004882812"
"71","0.06353759765625","0.06353759765625","0.06353759765625","0.056896209716796875","0.056896209716796875","0.056896209716796875","0.08634185791015625","0.08634185791015625","0.08634185791015625","0.06752395629882812","0.06752395629882812","0.06752395629882812"
"72","0.0611724853515625","0.0611724853515625","0.0611724853515625","0.05767059326171875","0.05767059326171875","0.05767059326171875","0.08033370971679688","0.08033370971679688","0.08033370971679688","0.06552505493164062","0.06552505493164062","0.06552505493164062"
"73","0.062221527099609375","0.062221527099609375","0.062221527099609375","0.062427520751953125","0.062427520751953125","0.062427520751953125","0.08448410034179688","0.08448410034179688","0.08448410034179688","0.06285476684570312","0.06285476684570312","0.06285476684570312"
"74","0.060161590576171875","0.060161590576171875","0.060161590576171875","0.055446624755859375","0.055446624755859375","0.055446624755859375","0.08494186401367188","0.08494186401367188","0.08494186401367188","0.06974029541015625","0.06974029541015625","0.06974029541015625"
"75","0.060028076171875","0.060028076171875","0.060028076171875","0.061077117919921875","0.061077117919921875","0.061077117919921875","0.0784149169921875","0.0784149169921875","0.0784149169921875","0.062404632568359375","0.062404632568359375","0.062404632568359375"
"76","0.0613861083984375","0.0613861083984375","0.0613861083984375","0.0579681396484375","0.0579681396484375","0.0579681396484375","0.07963943481445312","0.07963943481445312","0.07963943481445312","0.0613861083984375","0.0613861083984375","0.0613861083984375"
"77","0.06339263916015625","0.06339263916015625","0.06339263916015625","0.061065673828125","0.061065673828125","0.061065673828125","0.08177566528320312","0.08177566528320312","0.08177566528320312","0.07041549682617188","0.07041549682617188","0.07041549682617188"
"78","0.06765365600585938","0.06765365600585938","0.06765365600585938","0.058948516845703125","0.058948516845703125","0.058948516845703125","0.087249755859375","0.087249755859375","0.087249755859375","0.06087493896484375","0.06087493896484375","0.06087493896484375"
"79","0.06766891479492188","0.06766891479492188","0.06766891479492188","0.0653839111328125","0.0653839111328125","0.0653839111328125","0.08237457275390625","0.08237457275390625","0.08237457275390625","0.06552886962890625","0.06552886962890625","0.06552886962890625"
"80","0.06373977661132812","0.06373977661132812","0.06373977661132812","0.0601806640625","0.0601806640625","0.0601806640625","0.08214950561523438","0.08214950561523438","0.08214950561523438","0.06560516357421875","0.06560516357421875","0.06560516357421875"
