"Step","cou_cyl_s_NB_12_NF_3 - KL_test","cou_cyl_s_NB_12_NF_3 - KL_test__MIN","cou_cyl_s_NB_12_NF_3 - KL_test__MAX","cou_cyl_m_NC_8_NF_3 - KL_test","cou_cyl_m_NC_8_NF_3 - KL_test__MIN","cou_cyl_m_NC_8_NF_3 - KL_test__MAX","cou_s_NB_12_NF_3 - KL_test","cou_s_NB_12_NF_3 - KL_test__MIN","cou_s_NB_12_NF_3 - KL_test__MAX","cou_m_NC_8_NF_3 - KL_test","cou_m_NC_8_NF_3 - KL_test__MIN","cou_m_NC_8_NF_3 - KL_test__MAX"
"36","0.10156440734863281","0.10156440734863281","0.10156440734863281","0.0975942611694336","0.0975942611694336","0.0975942611694336","0.1687307357788086","0.1687307357788086","0.1687307357788086","0.11377143859863281","0.11377143859863281","0.11377143859863281"
"37","0.1005859375","0.1005859375","0.1005859375","0.10319137573242188","0.10319137573242188","0.10319137573242188","0.1704092025756836","0.1704092025756836","0.1704092025756836","0.11312198638916016","0.11312198638916016","0.11312198638916016"
"38","0.10223770141601562","0.10223770141601562","0.10223770141601562","0.0983591079711914","0.0983591079711914","0.0983591079711914","0.1572275161743164","0.1572275161743164","0.1572275161743164","0.11385059356689453","0.11385059356689453","0.11385059356689453"
"39","0.10618209838867188","0.10618209838867188","0.10618209838867188","0.09471893310546875","0.09471893310546875","0.09471893310546875","0.16025543212890625","0.16025543212890625","0.16025543212890625","0.12238883972167969","0.12238883972167969","0.12238883972167969"
"40","0.09549999237060547","0.09549999237060547","0.09549999237060547","0.09490013122558594","0.09490013122558594","0.09490013122558594","0.16870975494384766","0.16870975494384766","0.16870975494384766","0.11372756958007812","0.11372756958007812","0.11372756958007812"
"41","0.09420394897460938","0.09420394897460938","0.09420394897460938","0.09253883361816406","0.09253883361816406","0.09253883361816406","0.16158485412597656","0.16158485412597656","0.16158485412597656","0.10815620422363281","0.10815620422363281","0.10815620422363281"
"42","0.10007381439208984","0.10007381439208984","0.10007381439208984","0.09269046783447266","0.09269046783447266","0.09269046783447266","0.16054916381835938","0.16054916381835938","0.16054916381835938","0.1148681640625","0.1148681640625","0.1148681640625"
"43","0.10179996490478516","0.10179996490478516","0.10179996490478516","0.09330940246582031","0.09330940246582031","0.09330940246582031","0.1552743911743164","0.1552743911743164","0.1552743911743164","0.11558341979980469","0.11558341979980469","0.11558341979980469"
"44","0.09455013275146484","0.09455013275146484","0.09455013275146484","0.0938720703125","0.0938720703125","0.0938720703125","0.14805984497070312","0.14805984497070312","0.14805984497070312","0.12440967559814453","0.12440967559814453","0.12440967559814453"
"45","0.09991645812988281","0.09991645812988281","0.09991645812988281","0.09029197692871094","0.09029197692871094","0.09029197692871094","0.15961265563964844","0.15961265563964844","0.15961265563964844","0.12673568725585938","0.12673568725585938","0.12673568725585938"
"46","0.09505748748779297","0.09505748748779297","0.09505748748779297","0.09013938903808594","0.09013938903808594","0.09013938903808594","0.1530475616455078","0.1530475616455078","0.1530475616455078","0.11148548126220703","0.11148548126220703","0.11148548126220703"
"47","0.09255027770996094","0.09255027770996094","0.09255027770996094","0.09044837951660156","0.09044837951660156","0.09044837951660156","0.15081214904785156","0.15081214904785156","0.15081214904785156","0.11187267303466797","0.11187267303466797","0.11187267303466797"
"48","0.09369945526123047","0.09369945526123047","0.09369945526123047","0.08880901336669922","0.08880901336669922","0.08880901336669922","0.14801406860351562","0.14801406860351562","0.14801406860351562","0.11102485656738281","0.11102485656738281","0.11102485656738281"
"49","0.09412670135498047","0.09412670135498047","0.09412670135498047","0.0861654281616211","0.0861654281616211","0.0861654281616211","0.15150165557861328","0.15150165557861328","0.15150165557861328","0.11232852935791016","0.11232852935791016","0.11232852935791016"
"50","0.0940866470336914","0.0940866470336914","0.0940866470336914","0.09218883514404297","0.09218883514404297","0.09218883514404297","0.15296459197998047","0.15296459197998047","0.15296459197998047","0.10912036895751953","0.10912036895751953","0.10912036895751953"
"51","0.09495353698730469","0.09495353698730469","0.09495353698730469","0.08579540252685547","0.08579540252685547","0.08579540252685547","0.15419387817382812","0.15419387817382812","0.15419387817382812","0.10486412048339844","0.10486412048339844","0.10486412048339844"
"52","0.09551334381103516","0.09551334381103516","0.09551334381103516","0.07975101470947266","0.07975101470947266","0.07975101470947266","0.14927101135253906","0.14927101135253906","0.14927101135253906","0.10413742065429688","0.10413742065429688","0.10413742065429688"
"53","0.08742713928222656","0.08742713928222656","0.08742713928222656","0.08085155487060547","0.08085155487060547","0.08085155487060547","0.14474964141845703","0.14474964141845703","0.14474964141845703","0.1023702621459961","0.1023702621459961","0.1023702621459961"
"54","0.08614063262939453","0.08614063262939453","0.08614063262939453","0.0791788101196289","0.0791788101196289","0.0791788101196289","0.14609909057617188","0.14609909057617188","0.14609909057617188","0.10546398162841797","0.10546398162841797","0.10546398162841797"
"55","0.09032630920410156","0.09032630920410156","0.09032630920410156","0.08594512939453125","0.08594512939453125","0.08594512939453125","0.14882564544677734","0.14882564544677734","0.14882564544677734","0.10222721099853516","0.10222721099853516","0.10222721099853516"
"56","0.08421039581298828","0.08421039581298828","0.08421039581298828","0.08369636535644531","0.08369636535644531","0.08369636535644531","0.14312171936035156","0.14312171936035156","0.14312171936035156","0.10866928100585938","0.10866928100585938","0.10866928100585938"
"57","0.08610916137695312","0.08610916137695312","0.08610916137695312","0.07945728302001953","0.07945728302001953","0.07945728302001953","0.1503162384033203","0.1503162384033203","0.1503162384033203","0.1030721664428711","0.1030721664428711","0.1030721664428711"
"58","0.08332061767578125","0.08332061767578125","0.08332061767578125","0.07919692993164062","0.07919692993164062","0.07919692993164062","0.1497020721435547","0.1497020721435547","0.1497020721435547","0.10814762115478516","0.10814762115478516","0.10814762115478516"
"59","0.0839691162109375","0.0839691162109375","0.0839691162109375","0.0799856185913086","0.0799856185913086","0.0799856185913086","0.1465301513671875","0.1465301513671875","0.1465301513671875","0.10677146911621094","0.10677146911621094","0.10677146911621094"
"60","0.08944892883300781","0.08944892883300781","0.08944892883300781","0.08143043518066406","0.08143043518066406","0.08143043518066406","0.14060211181640625","0.14060211181640625","0.14060211181640625","0.10285377502441406","0.10285377502441406","0.10285377502441406"
"61","0.09093666076660156","0.09093666076660156","0.09093666076660156","0.08097457885742188","0.08097457885742188","0.08097457885742188","0.13778305053710938","0.13778305053710938","0.13778305053710938","0.1332874298095703","0.1332874298095703","0.1332874298095703"
"62","0.08626842498779297","0.08626842498779297","0.08626842498779297","0.07861328125","0.07861328125","0.07861328125","0.14879608154296875","0.14879608154296875","0.14879608154296875","0.10913276672363281","0.10913276672363281","0.10913276672363281"
"63","0.08174991607666016","0.08174991607666016","0.08174991607666016","0.07728958129882812","0.07728958129882812","0.07728958129882812","0.14369583129882812","0.14369583129882812","0.14369583129882812","0.09287166595458984","0.09287166595458984","0.09287166595458984"
"64","0.07815837860107422","0.07815837860107422","0.07815837860107422","0.08007526397705078","0.08007526397705078","0.08007526397705078","0.14090538024902344","0.14090538024902344","0.14090538024902344","0.10560321807861328","0.10560321807861328","0.10560321807861328"
"65","0.08456611633300781","0.08456611633300781","0.08456611633300781","0.08547019958496094","0.08547019958496094","0.08547019958496094","0.14176464080810547","0.14176464080810547","0.14176464080810547","0.10817146301269531","0.10817146301269531","0.10817146301269531"
"66","0.0780630111694336","0.0780630111694336","0.0780630111694336","0.07734966278076172","0.07734966278076172","0.07734966278076172","0.13679885864257812","0.13679885864257812","0.13679885864257812","0.10764408111572266","0.10764408111572266","0.10764408111572266"
"67","0.09035110473632812","0.09035110473632812","0.09035110473632812","0.07307624816894531","0.07307624816894531","0.07307624816894531","0.1398468017578125","0.1398468017578125","0.1398468017578125","0.11855506896972656","0.11855506896972656","0.11855506896972656"
"68","0.08152484893798828","0.08152484893798828","0.08152484893798828","0.07212066650390625","0.07212066650390625","0.07212066650390625","0.12852954864501953","0.12852954864501953","0.12852954864501953","0.11023330688476562","0.11023330688476562","0.11023330688476562"
"69","0.09064292907714844","0.09064292907714844","0.09064292907714844","0.07303142547607422","0.07303142547607422","0.07303142547607422","0.13753128051757812","0.13753128051757812","0.13753128051757812","0.1098165512084961","0.1098165512084961","0.1098165512084961"
"70","0.07332992553710938","0.07332992553710938","0.07332992553710938","0.07196426391601562","0.07196426391601562","0.07196426391601562","0.13771533966064453","0.13771533966064453","0.13771533966064453","0.1027994155883789","0.1027994155883789","0.1027994155883789"
"71","0.08585357666015625","0.08585357666015625","0.08585357666015625","0.0741434097290039","0.0741434097290039","0.0741434097290039","0.13033485412597656","0.13033485412597656","0.13033485412597656","0.10198783874511719","0.10198783874511719","0.10198783874511719"
"72","0.0837564468383789","0.0837564468383789","0.0837564468383789","0.07652473449707031","0.07652473449707031","0.07652473449707031","0.13492202758789062","0.13492202758789062","0.13492202758789062","0.09707927703857422","0.09707927703857422","0.09707927703857422"
"73","0.07633399963378906","0.07633399963378906","0.07633399963378906","0.07547283172607422","0.07547283172607422","0.07547283172607422","0.1305522918701172","0.1305522918701172","0.1305522918701172","0.10020923614501953","0.10020923614501953","0.10020923614501953"
"74","0.0779428482055664","0.0779428482055664","0.0779428482055664","0.067474365234375","0.067474365234375","0.067474365234375","0.13653945922851562","0.13653945922851562","0.13653945922851562","0.10209369659423828","0.10209369659423828","0.10209369659423828"
"75","0.07721900939941406","0.07721900939941406","0.07721900939941406","0.06499481201171875","0.06499481201171875","0.06499481201171875","0.13475894927978516","0.13475894927978516","0.13475894927978516","0.10251808166503906","0.10251808166503906","0.10251808166503906"
"76","0.07891082763671875","0.07891082763671875","0.07891082763671875","0.07366466522216797","0.07366466522216797","0.07366466522216797","0.14399337768554688","0.14399337768554688","0.14399337768554688","0.10457801818847656","0.10457801818847656","0.10457801818847656"
"77","0.07849311828613281","0.07849311828613281","0.07849311828613281","0.07158374786376953","0.07158374786376953","0.07158374786376953","0.1395406723022461","0.1395406723022461","0.1395406723022461","0.10265541076660156","0.10265541076660156","0.10265541076660156"
"78","0.07683086395263672","0.07683086395263672","0.07683086395263672","0.0755758285522461","0.0755758285522461","0.0755758285522461","0.1251983642578125","0.1251983642578125","0.1251983642578125","0.10903167724609375","0.10903167724609375","0.10903167724609375"
"79","0.08165359497070312","0.08165359497070312","0.08165359497070312","0.07437419891357422","0.07437419891357422","0.07437419891357422","0.12813854217529297","0.12813854217529297","0.12813854217529297","0.10423660278320312","0.10423660278320312","0.10423660278320312"
"80","0.07921218872070312","0.07921218872070312","0.07921218872070312","0.07483386993408203","0.07483386993408203","0.07483386993408203","0.1363210678100586","0.1363210678100586","0.1363210678100586","0.1109476089477539","0.1109476089477539","0.1109476089477539"
